"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"61","관광펜션업","03_11_02_P","5050000","CDFI3261092012000006","2012-11-06","","03","폐업","03","폐업","2017-09-13","","","","","","780-843","경상북도 경주시 양남면 수렴리 83번지","경상북도 경주시 양남면 양남로 225-14","38220","리멤버","2017-09-14 09:14:30","I","2018-08-31 23:59:59","","422841.172398266","243648.493708366","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","관광펜션업","03_11_02_P","5050000","CDFI3261092013000002","2013-10-08","","03","폐업","03","폐업","2017-09-06","","","","","","780-430","경상북도 경주시 하동 740-6번지","경상북도 경주시 하동1길 23 (하동)","38126","펜션 프라하","2017-09-06 17:23:08","I","2018-08-31 23:59:59","","408875.014541678","257502.015904929","관광펜션업","","생산녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","229.82","","","","","","","","","","","","","230",
"63","관광펜션업","03_11_02_P","5050000","CDFI3261092013000003","2013-11-14","","03","폐업","03","폐업","2017-09-08","","","","","","780-430","경상북도 경주시 하동 83-13번지","경상북도 경주시 보불로 126-45 (하동)","38126","다람쥐와도토리 펜션","2017-09-08 16:10:07","I","2018-08-31 23:59:59","","409473.615849453","257559.054533464","관광펜션업","","보전녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","218.6","","","","","","","","","","","","","219",
"64","관광펜션업","03_11_02_P","5050000","CDFI3261092014000001","2014-04-03","","03","폐업","03","폐업","2023-11-23","","","","","","780-460","경상북도 경주시 시래동 738","경상북도 경주시 시동로 86-61 (시래동)","38200","경주 천년 한옥펜션","2023-11-24 10:14:33","U","2023-11-26 02:40:00","","406742.03555394","255065.733041701","관광펜션업","","보전녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","225","","","","","","","","","700000000","","","","225",
"65","관광펜션업","03_11_02_P","5050000","CDFI3261092014000002","2014-06-18","","03","폐업","03","폐업","2015-12-02","","","","0547438389","","780-400","경상북도 경주시 진현동","경상북도 경주시 진티길 11 (진현동)","38127","설레임스토리","2015-12-03 17:56:29","I","2018-08-31 23:59:59","","410404.75717174","256075.384598108","관광펜션업","","주거지역","2","주택가주변","","","단독주택","2","0","","","","","","","","","","","","85.08","","","","","","","","","650000000","","","","85",
"66","관광펜션업","03_11_02_P","5050000","CDFI3261092014000003","2014-06-18","","03","폐업","03","폐업","2015-02-17","","","","0547776104","","780-430","경상북도 경주시 하동","경상북도 경주시 보불로 190-11 (하동)","780-430","두번째설레임","2015-02-25 09:28:12","I","2018-08-31 23:59:59","","409185.669517018","258105.673518481","관광펜션업","","자연녹지지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","104.82","","","","","","","","","10000000","","","","105",
"67","관광펜션업","03_11_02_P","5050000","CDFI3261092014000004","2014-07-16","","03","폐업","03","폐업","2017-09-04","","","","0547466428","","780-430","경상북도 경주시 하동","경상북도 경주시 하동분접안길 14-24 (하동)","38126","띠아모펜션","2017-09-04 15:37:11","I","2018-08-31 23:59:59","","408305.010579512","258741.851601359","관광펜션업","","보전녹지지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","131.75","","","","","","","","","","","","","132",
"68","관광펜션업","03_11_02_P","5260000","CDFI3261092014000001","2014-03-07","","03","폐업","03","폐업","2015-07-24","","","","","","799-803","경상북도 울릉군 울릉읍 사동리 383-18번지","경상북도 울릉군 울릉읍 사동2길 190","799-803","울릉관광펜션","2015-07-23 16:47:08","I","2018-08-31 23:59:59","","543749.298689244","449618.789409191","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Ulleung Tourism Pension","Tourism Pension","","","","","","","","245.79","","","","","","","","","","","","","246",
"69","관광펜션업","03_11_02_P","5150000","CDFI3261092011000001","2011-06-13","","03","폐업","03","폐업","2017-09-15","","","","","","769-972","경상북도 의성군 다인면 달제리 326-1번지","경상북도 의성군 다인면 문암길 540-47","","위드파크","2017-09-15 08:56:55","I","2018-08-31 23:59:59","","325948.26791734","329150.984988216","관광펜션업","","관리지역","","기타","","","단독주택","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"70","관광펜션업","03_11_02_P","5160000","CDFI3261092014000001","2014-03-21","","03","폐업","03","폐업","2016-04-07","","","","054-873-9905","","763-833","경상북도 청송군 부동면 하의리 220-1번지","경상북도 청송군 부동면 주왕산로 629-42","37437","탄해와로라","2016-04-08 10:26:39","I","2018-08-31 23:59:59","","390520.164990068","322415.428862151","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","228.68","","","","","","","","","","","","","229",
"71","관광펜션업","03_11_02_P","3580000","CDFI3261092014000001","2014-07-21","","03","폐업","03","폐업","2015-10-20","","","","032-761-1950","","409-892","인천광역시 옹진군 덕적면 서포리 310-3번지","인천광역시 옹진군 덕적면 덕적남로606번길 117","409-892","하늘바다펜션","2015-10-24 18:35:59","I","2018-08-31 23:59:59","","121681.837165013","414050.966626586","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","303","","","","","","","","","100000000","","","","303",
"72","관광펜션업","03_11_02_P","4510000","CDFI3261092004000001","2004-04-03","","03","폐업","03","폐업","2020-04-29","","","","041-932-8555","","355-943","충청남도 보령시 신흑동 946-4번지","충청남도 보령시 대천항1길 67-30 (신흑동)","33490","바다사랑","2020-04-29 13:03:30","U","2020-05-01 02:40:00","","155443.806764546","313828.617094348","관광펜션업","","","3","","","","","2","1","","","","","","","","","","","","968.88","","","","","","","","","0","","","","969",
"73","관광펜션업","03_11_02_P","4510000","CDFI3261092009000001","2009-12-28","","03","폐업","03","폐업","2024-01-22","","","","041-934-1455","","355-150","충청남도 보령시 신흑동 2222-12","충청남도 보령시 머드로 166 (신흑동)","33489","고향펜션","2024-01-22 17:06:13","U","2024-01-24 02:40:00","","155826.261407905","313238.552809944","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Go Hyang Pension","Tourism Pension","","","","","","","","344.52","","","","","","","","","500000000","","","","345",
"74","관광펜션업","03_11_02_P","4510000","CDFI3261092010000001","2010-05-18","","03","폐업","03","폐업","2018-07-27","","","","041-931-4621","","355-944","충청남도 보령시 신흑동 2213-13번지","충청남도 보령시 해수욕장13길 11 (신흑동)","33489","준펜션","2018-07-27 17:51:03","I","2018-08-31 23:59:59","","155848.170908471","313408.477351652","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Joon Pension","Tourism Pension","","","","","","","","310.72","","","","","","","","","130000000","","","","311",
"75","관광펜션업","03_11_02_P","4510000","CDFI3261092010000002","2010-08-18","","03","폐업","03","폐업","2019-01-02","","","","041-933-3261","","355-943","충청남도 보령시 신흑동 2260-6번지","충청남도 보령시 해수욕장9길 1 (신흑동)","33489","해날펜션","2019-01-17 17:16:45","U","2019-01-19 02:40:00","","156040.809780998","312897.26655061","관광펜션업","","관리지역","3","기타","","","","3","0","","","Hae nal Pension","Tourism Pension","","","","","","","","336.99","","","","","","","","","","","","","337",
"76","관광펜션업","03_11_02_P","4510000","CDFI3261092011000001","2011-03-14","","03","폐업","03","폐업","2020-05-15","","","","041-933-7139","","355-943","충청남도 보령시 신흑동 2260-1번지","충청남도 보령시 머드로 132 (신흑동)","33489","블루비치","2020-05-15 17:08:45","U","2020-05-19 02:40:00","","155992.611645564","312937.55778563","관광펜션업","","관리지역","4","","","","","3","1","","","Blue Beach","Tourism Pension","","","","","","","","436.32","","","","","","","","","","","","","436",
"77","관광펜션업","03_11_02_P","4510000","CDFI3261092011000003","2011-07-06","","03","폐업","03","폐업","2022-10-14","","","","041-934-6346","","355-943","충청남도 보령시 신흑동 2219-4","충청남도 보령시 해수욕장13길 14-18 (신흑동)","33489","썬샤인관광펜션","2022-10-14 10:51:22","U","2022-10-16 02:40:00","","155897.066234372","313321.076392358","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Sunshine Tourist Pension","Tourism Pension","","","","","","","","397.99","","","","","","","","","200000000","","","","398",
"78","관광펜션업","03_11_02_P","4510000","CDFI3261092012000001","2012-02-10","","03","폐업","03","폐업","2020-07-17","","","","041-936-4747","","355-943","충청남도 보령시 신흑동 2220-1","충청남도 보령시 머드로 176-11 (신흑동)","355-943","펜션좋은집","2020-07-20 10:13:09","U","2020-07-22 02:40:00","","155829.74819251","313319.368546131","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Pension ATTRACT","Tourism Pension","","","","","","","","280.65","","","","","","","","","100000000","","","","281",
"79","관광펜션업","03_11_02_P","4510000","CDFI3261092012000004","2012-11-12","","03","폐업","03","폐업","2018-02-09","","","","041-933-4744","","355-943","충청남도 보령시 신흑동 2213-7번지","충청남도 보령시 해수욕장13길 15 (신흑동)","33489","그린펜션","2018-02-12 07:53:30","I","2018-08-31 23:59:59","","155883.698311069","313426.858821721","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Green Pension","Tourism Pension","","","","","","","","206.52","","","","","","","","","300000000","","","","207",
"80","관광펜션업","03_11_02_P","4510000","CDFI3261092012000007","2012-11-27","","03","폐업","03","폐업","2014-01-22","","","","041-931-7441","","355-943","충청남도 보령시 신흑동 2219-3번지","충청남도 보령시 해수욕장13길 14-16 (신흑동)","355-943","미래펜션","2014-01-23 09:47:51","I","2018-08-31 23:59:59","","155890.92112599","313333.705080556","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Mirae Pension","Tourism Pension","","","","","","","","295.26","","","","","","","","","300000000","","","","295",
"81","관광펜션업","03_11_02_P","4510000","CDFI3261092012000008","2012-12-20","","03","폐업","03","폐업","2017-09-15","","","","041-932-1291","","355-943","충청남도 보령시 신흑동 2219-7번지","충청남도 보령시 해수욕장13길 14-26 (신흑동)","33489","나노관광펜션","2017-09-18 09:53:32","I","2018-08-31 23:59:59","","155915.447271812","313283.035366056","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Nano Tourism Pension","Tourism Pension","","","","","","","","440.85","","","","","","","","","200000000","","","","441",
"82","관광펜션업","03_11_02_P","4540000","CDFI3261092012000001","2012-05-31","","03","폐업","03","폐업","2014-11-26","","","","041-733-2639","","320-881","충청남도 논산시 벌곡면 수락리 287-2번지","충청남도 논산시 벌곡면 수락계곡2길 63-3","","잉스힐","2014-11-26 13:19:53","I","2018-08-31 23:59:59","","227039.763369072","295015.005872571","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"83","관광펜션업","03_11_02_P","4540000","CDFI3261092017000002","2017-06-07","","03","폐업","03","폐업","2020-01-31","","","","","","","충청남도 논산시 벌곡면 도산리 90번지","충청남도 논산시 벌곡면 수락계곡길 62","33028","쁘띠 샹플랭","2020-02-03 13:42:13","U","2020-02-05 02:40:00","","228038.224653765","295308.2319437","관광펜션업","","","3","기타","","","숙박시설","3","","","","","","","","","","","","","490.45","","","","","","","","","250000000","","","","490",
"84","관광펜션업","03_11_02_P","4510000","CDFI3261092013000003","2013-05-28","","03","폐업","03","폐업","2019-06-18","","","","041-933-3803","","355-943","충청남도 보령시 신흑동 2303-2번지","충청남도 보령시 고잠2길 16-6 (신흑동)","355-943","대천즐겨찾기","2019-06-18 18:45:15","U","2019-06-20 02:40:00","","156474.087834177","312433.181188133","관광펜션업","","","3","기타","","","숙박시설","3","0","","","Daecheonzeulgyeochakki","Tourism Pension","","","","","","","","314.17","","","","","","","","","500000000","","","","314",
