관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
여주시 종합관광안내소,신륵사관광단지 앞,경기도,여주시,관광객 안내,휴대폰충전,1월1일+추석당일+설날당일,09:00,18:00,09:00,18:00,2,N,N,N,,031-887-2868,경기도 여주시 신륵사길 7,경기도 여주시 천송동 541-15,경기도 여주시,,37.30014172,127.6545493,2023-11-15,5700000,경기도 여주시
여주역 관광안내소,여주역,경기도,여주시,관광객 안내,휴대폰충전,1월1일+추석당일+설날당일,09:00,18:00,09:00,18:00,2,N,N,N,,031-887-2990,경기도 여주시 교동로 80,경기도 여주시 교동 403-1,경기도 여주시,,37.28248398,127.6286692,2023-11-15,5700000,경기도 여주시
망상제2캠핑장,망상제2캠핑장 클럽하우스,강원특별자치도,동해시,망상제2캠핑장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3618,강원특별자치도 동해시 동해대로6270-14,강원특별자치도 동해시 망상동 393-19,동해시시설관리공단,www.mangsangcamping.or.kr,37.5915991961,129.0923168,2024-02-15,B551313,동해시시설관리공단
무릉계곡 힐링캠프장,무릉계곡 입장매표소,강원특별자치도,동해시,무릉계곡 힐링캠프장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,3,Y,Y,Y,,033-539-3700,강원특별자치도 동해시 삼화로 467,강원특별자치도 동해시 삼화동 858-10,동해시시설관리공단,www.mureungvalley.or.kr,37.46439851,129.0265563,2024-02-15,B551313,동해시시설관리공단
추암오토캠핑장,추암오토캠핑장 관리사무소,강원특별자치도,동해시,추암오토캠핑장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3737,강원특별자치도 동해시 촛대바위길 28,강원특별자치도 동해시 추암동 1,동해시시설관리공단,www.chuamautocamping.or.kr,37.47709614,129.1591913,2024-02-15,B551313,동해시시설관리공단
천곡황금박쥐동굴,천곡황금박쥐동굴 매표소,강원특별자치도,동해시,"천곡황금박쥐동굴, 돌리네공원 안내 및 주변 관광정보 제공",,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3630,강원특별자치도 동해시 동굴로 50,강원특별자치도 동해시 천곡동 1003,동해시시설관리공단,www.dhsisul.org,37.51751668,129.1104763,2024-02-15,B551313,동해시시설관리공단
해인사관광안내소,성철스님부도 앞,경상남도,합천군,"해인사에 위치한 관광안내소로 해인사에 대한 관광객의 이해와 감상, 체험 기회를 제고하기 위하여 역사, 문화, 예술, 자연 등 관광자원 전반에 대한 전문적인 해설을 제공합니다",,연중무휴,10:00,17:00,10:00,16:00,2, , , ,,055-931-8413,경상남도 합천군 가야면 해인사길 53,,경상남도 합천군청,https://www.hc.go.kr/06575/06580/07710.web,35.7985001,128.096401,2024-02-16,5480000,경상남도 합천군
와룡자연휴양림,장수공용버스터미널 입구에서 좌측 방향으로 직진한 후 천천 방향으로 장천로를 3.5km 직진후 남양삼거리에서 비룡로 신광사 방향으로 좌회전 후 6.6km 이동. 자연치유의 숲에서 체험프로그램을 예약후 체험할 수 있음.,전북특별자치도,장수군,"청강수로 불리는 맑은 계곡수를 따라 산림욕을 할 수 있는 최적의 휴양처이며 사계절 산림욕장, 야영장, 등산로, 물(눈)썰매장, 산책로, 물놀이터 등이 있음",,연중무휴,09:00,18:00,09:00,18:00,3,N,N,N,,063-350-2477,전북특별자치도 장수군 천천면 비룡로 632,전북특별자치도 장수군 천천면 비룡리 산84-2,전북특별자치도 장수군청,https://www.jangsu.go.kr/tour/board/view.jangsu?boardId=BBS_0000004&dataSid=179&menuCd=DOM_000000402001002000&&cpath=2Ftour,35.67621885,127.4772179,2025-03-28,4751000,전북특별자치도 장수군
뜬봉샘생태공원,장수공용버스터미널 입구에서 좌측 방향으로 182m 직진한 후 로터리에서 9시 방향으로 나간 후 475m 직진후 남원 담양 방면으로 좌회전 후 우회도로로 진입하여 7.2km 직진후 수분교차로에서 우회전하여 384m 이동 후 우,전북특별자치도,장수군,"뜬봉샘은 금강의 발원지이며 하늘로 뜬 봉황새 설화에서 그 이름이 기원하였음. 생태공원에는 금강사랑물체험관, 자생 야생화군락지, 생태 놀이터 등의 여러 공간이 있으며 생태체험 등 다양한 경험을 할 수 있음",,연중무휴,09:00,18:00,09:00,18:00,1,N,N,N,,063-350-2550,전북특별자치도 장수군 장수읍 물뿌랭이길10-18,전북특별자치도 장수군 장수읍 수분리 588,전북특별자치도 장수군청,https://www.jangsu.go.kr/tour/board/view.jangsu?boardId=BBS_0000004&dataSid=184&menuCd=DOM_000000402001004000&&cpath=2Ftour,35.59216477,127.5013989,2025-03-28,4751000,전북특별자치도 장수군
장수향교,장수공용버스터미널 입구에서 우측 방향으로 장천로를 39m 직진한 후 좌회전 후 200m 직진 후 군청 앞에서 우회전하여 90m 이동 후 좌회전하여 200m 직진하여 이동,전북특별자치도,장수군,도착 일주일전 사전예약시 문화관광해설사의 안내 및 통역 가능하며 인근 추천 관광명소와 교통 정보를 제공,,연중무휴,09:00,18:00,09:00,18:00,3,N,N,N,,063-350-1639,전북특별자치도 장수군 장수읍 향교길 31-14,전북특별자치도 장수군 장수읍 장수리 254-1,전북특별자치도 장수군청,https://www.jangsu.go.kr/tour/board/view.jangsu?boardId=BBS_0000008&menuCd=DOM_000000402005001002&paging=ok&startPage=1&categoryCode1=A01&dataSid=243,35.64795072,127.5228941,2025-03-28,4751000,전북특별자치도 장수군
가야홍보관,장수공용버스터미널 입구에서 우측 방향으로 장천로를 452m 직진한 후 논개사당길로 좌회전 후 22m 직진 후 우회전하여 260m 이동 주변에 의암공원이 있음,전북특별자치도,장수군,도착 일주일전 사전예약시 문화관광해설사의 안내 및 통역 가능하며 인근 추천 관광명소와 교통 정보를 제공,,설날당일+추석당일,09:00,18:00,09:00,18:00,4,N,N,N,,063-350-2334,전북특별자치도 장수군 장수읍 한누리로 393,전북특별자치도 장수군 장수읍 두산리 474,전북특별자치도 장수군청,http://www.jangsu.go.kr/tour/board/view.jangsu;jsessionid=FCD36F460BAB8E9A58E78C0650C5FC2A?boardId=BBS_0000007&dataSid=438&menuCd=DOM_000000402004001000&&cpath=2Ftour,35.64111386,127.5181103,2025-03-28,4751000,전북특별자치도 장수군
동탄센트럴파크 관광안내소,동탄센트럴파크 내(암벽등반장 옆),경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,1월1일+설 당일+추석 당일+안내자 교육일,10:00,17:00,10:00,17:00,1,N,N,N,,000-0000-0000,경기도 화성시 동탄공원로2길 22,경기도 화성시 반송동 59,경기도 화성시청 관광진흥과,,37.205639,127.063581,2025-01-31,5530000,경기도 화성시
SRT동탄역 관광안내소,SRT동탄역 지하 4층,경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,1월1일+설 당일+추석 당일+안내자 교육일,10:00,17:00,10:00,17:00,1,N,N,N,,000-0000-0000,경기도 화성시 동탄역로 151,경기도 화성시 오산동 967-164,경기도 화성시청 관광진흥과,,37.19986205,127.0954914,2025-01-31,5530000,경기도 화성시
전곡항 마리나 관광안내소,전곡항 마리나 클럽하우스 1층,경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,1월1일+설 당일+추석 당일+안내자 교육일,10:00,17:00,10:00,17:00,1,N,N,N,,031-357-4283,경기도 화성시 서신면 전곡항로 5,경기도 화성시 서신면 전곡리 1076,경기도 화성시청 관광진흥과,,37.1856004891,126.6510554,2025-01-31,5530000,경기도 화성시
문화해설사의집(충익사),충익사 입구,경상남도,의령군,의령의 제1경 충익사에 위치하고 있으며 충익사에 대한 문화관광해설사의 해설을 청취할 수 있음.,,월,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 의령읍 충익로 1,경상남도 의령군 의령읍 중동리 467-2,경상남도 의령군청,,35.31575022,128.2615357,2023-12-08,5390000,경상남도 의령군
문화해설사의집(의병박물관),의병박물관 내,경상남도,의령군,의병박물관에 대한 문화관광해설사의 해설을 청취할 수 있음.,,월+1월1일,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 의령읍 충익로 1-25,경상남도 의령군 의령읍 중동리 482,경상남도 의령군청,,35.3146878,128.2594292,2023-12-08,5390000,경상남도 의령군
문화해설사의집(이병철생가),이병철생가,경상남도,의령군,이병철 일대기 등에 대한 문화관광해설사의 해설을 청취할 수 있음.,,월,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 정곡면 호암길 22-4,경상남도 의령군 정곡면 중교리 723,경상남도 의령군청,,35.38215977,128.3231499,2023-12-08,5390000,경상남도 의령군
문화해설사의집(곽재우생가),곽재우생가,경상남도,의령군,홍의장군 곽재우 장군에 대한 문화관광해설사의 해설을 청취할 수 있음.,,월,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 유곡면 세간2동길 33,경상남도 의령군 유곡면 세간리 817,경상남도 의령군청,,35.43929854,128.3441046,2023-12-08,5390000,경상남도 의령군
문화해설사의집(일붕사),일붕사,경상남도,의령군,봉황대 및 세계최대 동굴 법당인 일붕사에 대한 문화관광해설사의 해설을 청취할 수 있음.,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 궁류면 청정로 1202-15,경상남도 의령군 궁류면 평촌리 175-1,경상남도 의령군청,,35.43556366,128.2401467,2023-12-08,5390000,경상남도 의령군
문화해설사의집(정암루),정암루,경상남도,의령군,정암루와 의병광장에 대한 문화관광해설사의 해설을 청취할 수 있음.,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,055-570-2513,경상남도 의령군 의령읍 남강로 687,경상남도 의령군 의령읍 정암리 산2-5,경상남도 의령군청,,35.31383971,128.2941713,2023-12-08,5390000,경상남도 의령군
성산패총,성산패총 내,경상남도,창원시,"초기 철기시대의 대규모 패총과 성산패총에서 출토된 토기류, 철기류, 석기류 등을 전시한 유물전시관이 있으며, 당시의 생활상 및 역사 교육장의 질 높은 해설을 제공하고 있다.",,1월 1일+설날연휴+추석연휴+월,10:00,17:00,10:00,17:00,1,Y,Y,Y,,055-282-7270,경상남도 창원시 성산구 성산패총로 137,경상남도 창원시 성산구 외동 853-7,경상남도 창원시청,http://culture.changwon.go.kr,35.20793223,128.6792735,2025-02-18,5670000,경상남도 창원시
웅천읍성,웅천읍성 내,경상남도,창원시,주변유적지 웅천왜성과 더불어 대표적인 문화유적지 등에 대해 재미있고 알기쉽게 해설을 받을수 있다,,1월 1일+설연휴+추석연휴,10:00,17:00,10:00,17:00,1,Y,Y,Y,,000-000-0000,,경상남도 창원시 진해구 성내동 325-12,경상남도 창원시청,http://culture.changwon.go.kr,35.11082784,128.7512686,2025-02-18,5670000,경상남도 창원시
돌산공원 관광안내소,케이블과 탑승장 앞,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-643-1781,전라남도 여수시 돌산읍 돌산로 3600-1,전라남도 여수시 돌산읍 우두리 794-89,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.73058792,127.7415247,2024-03-13,4810000,전라남도 여수시
여수관광통역안내소(외국어),엑스포2012내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,061-664-8978,전라남도 여수시 오동도로 88 (수정동),전라남도 여수시 수정동315,한국여행업협회,http://www.yeosu.go.kr/tour,34.742474,127.7512677,2024-03-13,4810000,전라남도 여수시
오동도 관광안내소(입구),동백관옆,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,061-659-5708,전라남도 여수시 오동도로 222 (수정동),전라남도 여수시 수정동 1-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.744343,127.7641302,2024-03-13,4810000,전라남도 여수시
향일암 관광안내소,향일암 진입로 입구,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,061-641-2111,전라남도 여수시 돌산읍 향일암로 68,전라남도 여수시 돌산읍 율림리 9-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.594128,127.803855,2024-03-13,4810000,전라남도 여수시
이순신광장 관광안내소,이순신광장 내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,21:00,10:00,21:00,2,N,N,N,,061-661-1746,전라남도 여수시 중앙로 74(중앙동),전라남도 여수시 중앙동 732,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.73986317,127.7357162,2024-03-13,4810000,전라남도 여수시
금오도 여천항 관광안내소,금오도 여천항 내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,000-000-0000,전라남도 여수시 남면 여천금이길 11-9,전라남도 여수시 남면 유송리 415-19,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.55021521,127.752696,2024-03-13,4810000,전라남도 여수시
고인돌,도곡면 고인돌 유적지 입구,전라남도,화순군,세계문화유산 고인돌 안내,,연중무휴,09:30,17:00,10:00,16:30,2,Y,Y,Y,,061-379-3933,전라남도 화순군 도곡면 고인돌1로 180,전라남도 화순군 도곡면 효산리 139-2,전라남도 화순군청,www.hwasun.go.kr,34.98663756,126.9169359,2024-08-12,4900000,전라남도 화순군
고인돌(보호각),춘양면 고인돌 유적지 입구,전라남도,화순군,세계문화유산 고인돌 안내,,연중무휴,09:30,17:00,10:00,16:30,1,Y,Y,Y,,061-379-3907,전라남도 화순군 춘양면 지동길 10,전라남도 화순군 춘양면 대신리 269-1,전라남도 화순군청,www.hwasun.go.kr,34.96675007,126.9431963,2024-08-12,4900000,전라남도 화순군
조광조,조광조 유배지 옆,전라남도,화순군,정암조광조 선생의 일대기 등 역사문화 안내,,연중무휴,09:30,17:00,10:00,16:30,1,Y,Y,Y,,061-379-3501,전라남도 화순군 능주면 정암길 30,전라남도 화순군 능주면 남정리 174,전라남도 화순군청,www.hwasun.go.kr,34.99333811,126.9534172,2024-08-12,4900000,전라남도 화순군
쌍봉사,쌍봉사 입구,전라남도,화순군,"목조탑 대웅전과 철감선사탑비, 철감선사탑 안내",,연중무휴,09:30,17:00,10:00,16:30,1,Y,Y,Y,,061-379-3501,,전라남도 화순군 이양면 증리 738,전라남도 화순군청,www.hwasun.go.kr,34.88689715,127.0604966,2024-08-12,4900000,전라남도 화순군
청도여행자센터,청도 소싸움경기장 입구,경상북도,청도군,"청도를 방문하는 관광객이 잠시 쉬어갈 수 있는 휴게공간, 관광안내도 비치 및 관광기념품 구입할 수 있는 장소",수유실+휴대폰충전+공공와이파이,월+화+1월1일+설 당일+추석 당일,09:00,17:30,09:00,17:30,1,N,N,N,,054-371-9282,경상북도 청도군 화양읍 남성현로 350-3,경상북도 청도군 화양읍 삼신리 994-10,경상북도 청도군청,,35.6859453013,128.7237524300,2024-08-08,5190000,경상북도 청도군
